city_district_city,city_district_district,city_district_car_type,city_district_year,city_district_count
경기,광명시,화물,2021,154694
경기,광명시,화물,2022,155877
경기,광명시,화물,2023,155421
경기,광명시,화물,2024,152346
경기,광명시,화물,2025,75307
경기,광주시,승용,2017,1519076
경기,광주시,승용,2018,1650072
경기,광주시,승용,2019,1744509
경기,광주시,승용,2020,1828911
경기,광주시,승용,2021,1908502
경기,광주시,승용,2022,1971371
경기,광주시,승용,2023,2021138
경기,광주시,승용,2024,2067035
경기,광주시,승용,2025,1048786
경기,광주시,승합,2017,110772
경기,광주시,승합,2018,110888
경기,광주시,승합,2019,109365
경기,광주시,승합,2020,105333
경기,광주시,승합,2021,101507
경기,광주시,승합,2022,97484
경기,광주시,승합,2023,93810
경기,광주시,승합,2024,87131
경기,광주시,승합,2025,42146
경기,광주시,특수,2017,5534
경기,광주시,특수,2018,6106
경기,광주시,특수,2019,6687
경기,광주시,특수,2020,7974
경기,광주시,특수,2021,9604
경기,광주시,특수,2022,10545
경기,광주시,특수,2023,11854
경기,광주시,특수,2024,12693
경기,광주시,특수,2025,6576
경기,광주시,화물,2017,375089
경기,광주시,화물,2018,386592
경기,광주시,화물,2019,396149
경기,광주시,화물,2020,400752
경기,광주시,화물,2021,408843
경기,광주시,화물,2022,418667
경기,광주시,화물,2023,430568
경기,광주시,화물,2024,434785
경기,광주시,화물,2025,216887
경기,구리시,승용,2017,656461
경기,구리시,승용,2018,700052
경기,구리시,승용,2019,715902
경기,구리시,승용,2020,721794
경기,구리시,승용,2021,729802
경기,구리시,승용,2022,733563
경기,구리시,승용,2023,745789
경기,구리시,승용,2024,751144
경기,구리시,승용,2025,378589
경기,구리시,승합,2017,33376
경기,구리시,승합,2018,32387
경기,구리시,승합,2019,30773
경기,구리시,승합,2020,29242
경기,구리시,승합,2021,27272
경기,구리시,승합,2022,26126
경기,구리시,승합,2023,24805
경기,구리시,승합,2024,22740
경기,구리시,승합,2025,10869
경기,구리시,특수,2017,1913
경기,구리시,특수,2018,2260
경기,구리시,특수,2019,2645
경기,구리시,특수,2020,2885
경기,구리시,특수,2021,3249
경기,구리시,특수,2022,3606
경기,구리시,특수,2023,4016
경기,구리시,특수,2024,4243
경기,구리시,특수,2025,2133
경기,구리시,화물,2017,119638
경기,구리시,화물,2018,122717
경기,구리시,화물,2019,123301
경기,구리시,화물,2020,121709
경기,구리시,화물,2021,120257
경기,구리시,화물,2022,119573
경기,구리시,화물,2023,120457
경기,구리시,화물,2024,118724
경기,구리시,화물,2025,58555
경기,군포시,승용,2017,988627
경기,군포시,승용,2018,1000416
경기,군포시,승용,2019,1011374
경기,군포시,승용,2020,1036033
경기,군포시,승용,2021,1044292
경기,군포시,승용,2022,1056552
경기,군포시,승용,2023,1072436
경기,군포시,승용,2024,1066766
경기,군포시,승용,2025,528831
경기,군포시,승합,2017,42104
경기,군포시,승합,2018,39786
경기,군포시,승합,2019,37458
경기,군포시,승합,2020,35323
경기,군포시,승합,2021,33342
경기,군포시,승합,2022,32188
경기,군포시,승합,2023,30315
경기,군포시,승합,2024,28439
경기,군포시,승합,2025,13407
경기,군포시,특수,2017,5283
경기,군포시,특수,2018,5297
경기,군포시,특수,2019,5513
경기,군포시,특수,2020,5415
경기,군포시,특수,2021,5301
경기,군포시,특수,2022,5176
경기,군포시,특수,2023,5304
경기,군포시,특수,2024,5336
경기,군포시,특수,2025,2618
경기,군포시,화물,2017,157308
경기,군포시,화물,2018,157821
경기,군포시,화물,2019,158750
경기,군포시,화물,2020,159693
경기,군포시,화물,2021,160702
경기,군포시,화물,2022,160014
경기,군포시,화물,2023,160219
경기,군포시,화물,2024,156216
경기,군포시,화물,2025,76836
경기,김포시,승용,2017,1649107
경기,김포시,승용,2018,1848249
경기,김포시,승용,2019,1996853
경기,김포시,승용,2020,2129057
경기,김포시,승용,2021,2317330
경기,김포시,승용,2022,2375030
경기,김포시,승용,2023,2417879
경기,김포시,승용,2024,2457745
경기,김포시,승용,2025,1241754
경기,김포시,승합,2017,91295
경기,김포시,승합,2018,93860
경기,김포시,승합,2019,94392
경기,김포시,승합,2020,92874
경기,김포시,승합,2021,91644
경기,김포시,승합,2022,88148
경기,김포시,승합,2023,84272
경기,김포시,승합,2024,81137
경기,김포시,승합,2025,39636
경기,김포시,특수,2017,11547
경기,김포시,특수,2018,11531
경기,김포시,특수,2019,11684
경기,김포시,특수,2020,12809
경기,김포시,특수,2021,14318
경기,김포시,특수,2022,15637
경기,김포시,특수,2023,16174
경기,김포시,특수,2024,16725
경기,김포시,특수,2025,8526
경기,김포시,화물,2017,326287
경기,김포시,화물,2018,348376
경기,김포시,화물,2019,368036
경기,김포시,화물,2020,379644
경기,김포시,화물,2021,396524
경기,김포시,화물,2022,411113
경기,김포시,화물,2023,423644
경기,김포시,화물,2024,427143
경기,김포시,화물,2025,213340
경기,남양주시,승용,2017,2481129
경기,남양주시,승용,2018,2608572
경기,남양주시,승용,2019,2743378
경기,남양주시,승용,2020,2876591
경기,남양주시,승용,2021,3034365
경기,남양주시,승용,2022,3156226
경기,남양주시,승용,2023,3217702
경기,남양주시,승용,2024,3260843
경기,남양주시,승용,2025,1638861
경기,남양주시,승합,2017,134454
경기,남양주시,승합,2018,131737
경기,남양주시,승합,2019,128152
경기,남양주시,승합,2020,123603
경기,남양주시,승합,2021,119332
경기,남양주시,승합,2022,115326
경기,남양주시,승합,2023,108918
경기,남양주시,승합,2024,101389
경기,남양주시,승합,2025,48323
경기,남양주시,특수,2017,6997
경기,남양주시,특수,2018,8116
경기,남양주시,특수,2019,8997
경기,남양주시,특수,2020,10494
경기,남양주시,특수,2021,13470
경기,남양주시,특수,2022,16578
경기,남양주시,특수,2023,18400
경기,남양주시,특수,2024,19263
경기,남양주시,특수,2025,9829
경기,남양주시,화물,2017,516282
경기,남양주시,화물,2018,533314
경기,남양주시,화물,2019,547463
경기,남양주시,화물,2020,556843
경기,남양주시,화물,2021,570344
경기,남양주시,화물,2022,586551
경기,남양주시,화물,2023,594930
경기,남양주시,화물,2024,596303
경기,남양주시,화물,2025,297001
경기,동두천시,승용,2017,352710
경기,동두천시,승용,2018,361565
경기,동두천시,승용,2019,363779
경기,동두천시,승용,2020,369751
경기,동두천시,승용,2021,384348
경기,동두천시,승용,2022,394220
경기,동두천시,승용,2023,393248
경기,동두천시,승용,2024,391425
경기,동두천시,승용,2025,196389
경기,동두천시,승합,2017,22577
경기,동두천시,승합,2018,21820
경기,동두천시,승합,2019,20804
경기,동두천시,승합,2020,19676
경기,동두천시,승합,2021,18882
경기,동두천시,승합,2022,18156
경기,동두천시,승합,2023,16855
경기,동두천시,승합,2024,15926
경기,동두천시,승합,2025,7769
경기,동두천시,특수,2017,997
경기,동두천시,특수,2018,1058
경기,동두천시,특수,2019,1259
경기,동두천시,특수,2020,1393
경기,동두천시,특수,2021,1583
경기,동두천시,특수,2022,1783
경기,동두천시,특수,2023,1861
경기,동두천시,특수,2024,1865
경기,동두천시,특수,2025,1047
경기,동두천시,화물,2017,72064
경기,동두천시,화물,2018,73395
경기,동두천시,화물,2019,73109
경기,동두천시,화물,2020,72111
경기,동두천시,화물,2021,72891
경기,동두천시,화물,2022,74320
경기,동두천시,화물,2023,74855
경기,동두천시,화물,2024,73444
경기,동두천시,화물,2025,36453
경기,부천시,승용,2017,2908667
경기,부천시,승용,2018,2999591
경기,부천시,승용,2019,3017415
경기,부천시,승용,2020,3036798
경기,부천시,승용,2021,3061763
경기,부천시,승용,2022,3097664
경기,부천시,승용,2023,3109676
경기,부천시,승용,2024,1616
경기,부천시,승용,2025,631
경기,부천시,승합,2017,165284
경기,부천시,승합,2018,157375
경기,부천시,승합,2019,147600
경기,부천시,승합,2020,137744
경기,부천시,승합,2021,128789
경기,부천시,승합,2022,121587
경기,부천시,승합,2023,114724
경기,부천시,승합,2024,716
경기,부천시,승합,2025,288
경기,부천시,특수,2017,7563
경기,부천시,특수,2018,8565
경기,부천시,특수,2019,9414
경기,부천시,특수,2020,10203
경기,부천시,특수,2021,11586
경기,부천시,특수,2022,12944
경기,부천시,특수,2023,14068
경기,부천시,특수,2024,25
경기,부천시,특수,2025,6
경기,부천시,화물,2017,495110
경기,부천시,화물,2018,499992
경기,부천시,화물,2019,501767
경기,부천시,화물,2020,493636
경기,부천시,화물,2021,490382
경기,부천시,화물,2022,493059
경기,부천시,화물,2023,493412
경기,부천시,화물,2024,1922
경기,부천시,화물,2025,804
경기,부천시,승용,2024,900115
경기,부천시,승용,2025,449969
경기,부천시,승합,2024,27221
경기,부천시,승합,2025,13063
경기,부천시,특수,2024,4086
경기,부천시,특수,2025,2100
경기,부천시,화물,2024,114941
경기,부천시,화물,2025,56813
경기,부천시,승용,2024,632247
경기,부천시,승용,2025,318409
경기,부천시,승합,2024,28886
경기,부천시,승합,2025,13697
경기,부천시,특수,2024,4279
경기,부천시,특수,2025,2247
경기,부천시,화물,2024,139586
경기,부천시,화물,2025,68768
경기,부천시,승용,2024,1583808
경기,부천시,승용,2025,789871
경기,부천시,승합,2024,51216
경기,부천시,승합,2025,24457
경기,부천시,특수,2024,6607
경기,부천시,특수,2025,3486
경기,부천시,화물,2024,231482
경기,부천시,화물,2025,113830
경기,성남시,승용,2017,2078470
경기,성남시,승용,2018,2097036
경기,성남시,승용,2019,2095031
경기,성남시,승용,2020,2100985
경기,성남시,승용,2021,2131204
경기,성남시,승용,2022,2188207
경기,성남시,승용,2023,2205547
경기,성남시,승용,2024,2202201
경기,성남시,승용,2025,1102260
경기,성남시,승합,2017,64619
경기,성남시,승합,2018,60734
경기,성남시,승합,2019,57275
경기,성남시,승합,2020,54365
경기,성남시,승합,2021,51952
경기,성남시,승합,2022,49623
경기,성남시,승합,2023,47573
경기,성남시,승합,2024,46138
경기,성남시,승합,2025,22519
경기,성남시,특수,2017,2835
경기,성남시,특수,2018,2972
경기,성남시,특수,2019,3317
경기,성남시,특수,2020,3998
경기,성남시,특수,2021,4937
경기,성남시,특수,2022,6074
경기,성남시,특수,2023,6729
경기,성남시,특수,2024,6884
경기,성남시,특수,2025,3313
경기,성남시,화물,2017,134202
경기,성남시,화물,2018,131176
경기,성남시,화물,2019,126570
경기,성남시,화물,2020,123296
경기,성남시,화물,2021,122402
경기,성남시,화물,2022,122416
경기,성남시,화물,2023,121074
경기,성남시,화물,2024,116865
경기,성남시,화물,2025,57308
경기,성남시,승용,2017,695850
경기,성남시,승용,2018,726321
경기,성남시,승용,2019,735633
경기,성남시,승용,2020,775258
경기,성남시,승용,2021,813121
경기,성남시,승용,2022,822536
경기,성남시,승용,2023,835048
경기,성남시,승용,2024,881443
경기,성남시,승용,2025,441996
경기,성남시,승합,2017,39077
경기,성남시,승합,2018,36791
경기,성남시,승합,2019,34954
경기,성남시,승합,2020,33835
경기,성남시,승합,2021,32669
경기,성남시,승합,2022,31186
경기,성남시,승합,2023,29560
경기,성남시,승합,2024,28607
경기,성남시,승합,2025,13420
경기,성남시,특수,2017,1937
경기,성남시,특수,2018,2285
경기,성남시,특수,2019,2456
경기,성남시,특수,2020,2650
경기,성남시,특수,2021,3391
경기,성남시,특수,2022,3691
경기,성남시,특수,2023,3949
경기,성남시,특수,2024,4326
경기,성남시,특수,2025,2024
경기,성남시,화물,2017,112432
경기,성남시,화물,2018,112004
경기,성남시,화물,2019,111851
경기,성남시,화물,2020,110715
경기,성남시,화물,2021,109261
경기,성남시,화물,2022,108876
경기,성남시,화물,2023,108526
경기,성남시,화물,2024,110926
경기,성남시,화물,2025,54124
경기,성남시,승용,2017,723876
경기,성남시,승용,2018,725359
경기,성남시,승용,2019,726732
경기,성남시,승용,2020,728240
경기,성남시,승용,2021,740571
경기,성남시,승용,2022,741265
경기,성남시,승용,2023,789735
경기,성남시,승용,2024,787544
경기,성남시,승용,2025,392885
경기,성남시,승합,2017,46266
경기,성남시,승합,2018,43136
경기,성남시,승합,2019,40489
경기,성남시,승합,2020,37653
경기,성남시,승합,2021,35579
경기,성남시,승합,2022,33707
경기,성남시,승합,2023,31785
경기,성남시,승합,2024,29413
경기,성남시,승합,2025,14197
경기,성남시,특수,2017,2061
경기,성남시,특수,2018,2281
경기,성남시,특수,2019,2684
경기,성남시,특수,2020,2975
경기,성남시,특수,2021,3842
경기,성남시,특수,2022,3910
경기,성남시,특수,2023,3698
경기,성남시,특수,2024,4013
경기,성남시,특수,2025,2105
경기,성남시,화물,2017,141182
경기,성남시,화물,2018,139397
경기,성남시,화물,2019,137933
경기,성남시,화물,2020,135081
경기,성남시,화물,2021,133186
경기,성남시,화물,2022,130488
경기,성남시,화물,2023,129166
경기,성남시,화물,2024,126452
경기,성남시,화물,2025,62351
경기,수원시,승용,2017,1654200
경기,수원시,승용,2018,1794243
경기,수원시,승용,2019,1829489
경기,수원시,승용,2020,1943576
경기,수원시,승용,2021,2036802
경기,수원시,승용,2022,2160184
경기,수원시,승용,2023,2156133
경기,수원시,승용,2024,2231713
경기,수원시,승용,2025,1140484
경기,수원시,승합,2017,92847
경기,수원시,승합,2018,93094
경기,수원시,승합,2019,89245
경기,수원시,승합,2020,90428
경기,수원시,승합,2021,88994
경기,수원시,승합,2022,81765
경기,수원시,승합,2023,78322
경기,수원시,승합,2024,75913
경기,수원시,승합,2025,36695
경기,수원시,특수,2017,5435
경기,수원시,특수,2018,6210
경기,수원시,특수,2019,7464
경기,수원시,특수,2020,9589
경기,수원시,특수,2021,10858
경기,수원시,특수,2022,12294
